"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","16.12.2023 03:45 - 16.12.2023 04:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 04:00 - 16.12.2023 04:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 04:15 - 16.12.2023 04:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 04:30 - 16.12.2023 04:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 04:45 - 16.12.2023 05:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 05:00 - 16.12.2023 05:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 05:15 - 16.12.2023 05:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 05:30 - 16.12.2023 05:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 05:45 - 16.12.2023 06:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 06:00 - 16.12.2023 06:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 06:15 - 16.12.2023 06:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 06:30 - 16.12.2023 06:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 06:45 - 16.12.2023 07:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 07:00 - 16.12.2023 07:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 07:15 - 16.12.2023 07:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 07:30 - 16.12.2023 07:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 07:45 - 16.12.2023 08:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 08:00 - 16.12.2023 08:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 08:15 - 16.12.2023 08:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 08:30 - 16.12.2023 08:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 08:45 - 16.12.2023 09:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 09:00 - 16.12.2023 09:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 09:15 - 16.12.2023 09:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 09:30 - 16.12.2023 09:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 09:45 - 16.12.2023 10:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 10:00 - 16.12.2023 10:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 10:15 - 16.12.2023 10:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 10:30 - 16.12.2023 10:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 10:45 - 16.12.2023 11:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 11:00 - 16.12.2023 11:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 11:15 - 16.12.2023 11:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 11:30 - 16.12.2023 11:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 11:45 - 16.12.2023 12:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 12:00 - 16.12.2023 12:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 12:15 - 16.12.2023 12:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 12:30 - 16.12.2023 12:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 12:45 - 16.12.2023 13:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 13:00 - 16.12.2023 13:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 13:15 - 16.12.2023 13:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 13:30 - 16.12.2023 13:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 13:45 - 16.12.2023 14:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 14:00 - 16.12.2023 14:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 14:15 - 16.12.2023 14:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 14:30 - 16.12.2023 14:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 14:45 - 16.12.2023 15:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 15:00 - 16.12.2023 15:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 15:15 - 16.12.2023 15:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 15:30 - 16.12.2023 15:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 15:45 - 16.12.2023 16:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 16:00 - 16.12.2023 16:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 16:15 - 16.12.2023 16:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 16:30 - 16.12.2023 16:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 16:45 - 16.12.2023 17:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 17:00 - 16.12.2023 17:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 17:15 - 16.12.2023 17:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 17:30 - 16.12.2023 17:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 17:45 - 16.12.2023 18:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 18:00 - 16.12.2023 18:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 18:15 - 16.12.2023 18:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 18:30 - 16.12.2023 18:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 18:45 - 16.12.2023 19:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 19:00 - 16.12.2023 19:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 19:15 - 16.12.2023 19:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 19:30 - 16.12.2023 19:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 19:45 - 16.12.2023 20:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 20:00 - 16.12.2023 20:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 20:15 - 16.12.2023 20:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 20:30 - 16.12.2023 20:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 20:45 - 16.12.2023 21:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 21:00 - 16.12.2023 21:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 21:15 - 16.12.2023 21:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 21:30 - 16.12.2023 21:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 21:45 - 16.12.2023 22:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 22:00 - 16.12.2023 22:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 22:15 - 16.12.2023 22:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 22:30 - 16.12.2023 22:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 22:45 - 16.12.2023 23:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 23:00 - 16.12.2023 23:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 23:15 - 16.12.2023 23:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 23:30 - 16.12.2023 23:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","16.12.2023 23:45 - 17.12.2023 00:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 00:00 - 17.12.2023 00:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 00:15 - 17.12.2023 00:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 00:30 - 17.12.2023 00:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 00:45 - 17.12.2023 01:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 01:00 - 17.12.2023 01:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 01:15 - 17.12.2023 01:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 01:30 - 17.12.2023 01:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 01:45 - 17.12.2023 02:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 02:00 - 17.12.2023 02:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 02:15 - 17.12.2023 02:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 02:30 - 17.12.2023 02:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 02:45 - 17.12.2023 03:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 03:00 - 17.12.2023 03:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 03:15 - 17.12.2023 03:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 03:30 - 17.12.2023 03:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 03:45 - 17.12.2023 04:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 04:00 - 17.12.2023 04:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 04:15 - 17.12.2023 04:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 04:30 - 17.12.2023 04:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 04:45 - 17.12.2023 05:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 05:00 - 17.12.2023 05:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 05:15 - 17.12.2023 05:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 05:30 - 17.12.2023 05:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 05:45 - 17.12.2023 06:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 06:00 - 17.12.2023 06:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 06:15 - 17.12.2023 06:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 06:30 - 17.12.2023 06:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 06:45 - 17.12.2023 07:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 07:00 - 17.12.2023 07:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 07:15 - 17.12.2023 07:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 07:30 - 17.12.2023 07:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 07:45 - 17.12.2023 08:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 08:00 - 17.12.2023 08:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 08:15 - 17.12.2023 08:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 08:30 - 17.12.2023 08:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 08:45 - 17.12.2023 09:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 09:00 - 17.12.2023 09:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 09:15 - 17.12.2023 09:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 09:30 - 17.12.2023 09:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 09:45 - 17.12.2023 10:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 10:00 - 17.12.2023 10:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 10:15 - 17.12.2023 10:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 10:30 - 17.12.2023 10:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 10:45 - 17.12.2023 11:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 11:00 - 17.12.2023 11:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 11:15 - 17.12.2023 11:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 11:30 - 17.12.2023 11:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 11:45 - 17.12.2023 12:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 12:00 - 17.12.2023 12:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 12:15 - 17.12.2023 12:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 12:30 - 17.12.2023 12:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 12:45 - 17.12.2023 13:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 13:00 - 17.12.2023 13:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 13:15 - 17.12.2023 13:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 13:30 - 17.12.2023 13:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 13:45 - 17.12.2023 14:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 14:00 - 17.12.2023 14:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 14:15 - 17.12.2023 14:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 14:30 - 17.12.2023 14:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 14:45 - 17.12.2023 15:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 15:00 - 17.12.2023 15:15 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 15:15 - 17.12.2023 15:30 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 15:30 - 17.12.2023 15:45 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
"Germany (DE)","17.12.2023 15:45 - 17.12.2023 16:00 (CET/CEST)","-","-","n/e","-","-","-","n/e","n/e","-","-","-","-","-","n/e","-","-","-","-","-","-","-"
