"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","25.04.2023 16:45 - 25.04.2023 17:00 (CET/CEST)","4156","8766","n/e","5507","6238","350","n/e","n/e","24","329","4625","1413","81","n/e","N/A","191","111","11978","613","1730","21277"
"Germany (DE)","25.04.2023 17:00 - 25.04.2023 17:15 (CET/CEST)","4208","9403","n/e","5676","6365","350","n/e","n/e","24","165","3300","1413","74","n/e","N/A","204","118","11100","615","1883","21035"
"Germany (DE)","25.04.2023 17:15 - 25.04.2023 17:30 (CET/CEST)","4234","9537","n/e","5702","6462","350","n/e","n/e","24","329","2116","1420","79","n/e","N/A","205","118","10111","612","1942","21001"
"Germany (DE)","25.04.2023 17:30 - 25.04.2023 17:45 (CET/CEST)","4234","9605","n/e","5867","6668","350","n/e","n/e","24","529","769","1409","89","n/e","N/A","205","118","9064","615","1928","21047"
"Germany (DE)","25.04.2023 17:45 - 25.04.2023 18:00 (CET/CEST)","4257","9852","n/e","6083","6917","350","n/e","n/e","24","886","408","1400","102","n/e","N/A","212","121","8205","612","1850","20756"
"Germany (DE)","25.04.2023 18:00 - 25.04.2023 18:15 (CET/CEST)","4339","9693","n/e","6303","7450","350","n/e","n/e","24","429","1324","1393","88","n/e","N/A","223","126","7052","614","1978","20277"
"Germany (DE)","25.04.2023 18:15 - 25.04.2023 18:30 (CET/CEST)","4376","9760","n/e","6471","7642","350","n/e","n/e","24","647","301","1392","85","n/e","N/A","224","127","5945","613","1976","19660"
"Germany (DE)","25.04.2023 18:30 - 25.04.2023 18:45 (CET/CEST)","4416","9958","n/e","6776","7796","350","n/e","n/e","24","1840","38","1386","123","n/e","N/A","224","127","4866","621","1980","18883"
"Germany (DE)","25.04.2023 18:45 - 25.04.2023 19:00 (CET/CEST)","4449","10113","n/e","6867","7929","350","n/e","n/e","24","3169","15","1383","82","n/e","N/A","224","127","3883","621","2031","18816"
"Germany (DE)","25.04.2023 19:00 - 25.04.2023 19:15 (CET/CEST)","4488","10485","n/e","6851","7873","350","n/e","n/e","24","806","341","1380","73","n/e","N/A","224","127","2962","627","2518","18306"
"Germany (DE)","25.04.2023 19:15 - 25.04.2023 19:30 (CET/CEST)","4507","10576","n/e","6775","7942","350","n/e","n/e","24","2996","155","1379","179","n/e","N/A","224","127","2147","625","2448","17314"
"Germany (DE)","25.04.2023 19:30 - 25.04.2023 19:45 (CET/CEST)","4528","10592","n/e","6785","7956","350","n/e","n/e","24","4823","81","1374","118","n/e","N/A","224","127","1441","628","2274","16430"
"Germany (DE)","25.04.2023 19:45 - 25.04.2023 20:00 (CET/CEST)","4541","10685","n/e","6893","7966","350","n/e","n/e","24","5363","16","1374","144","n/e","N/A","225","127","803","626","2152","15863"
"Germany (DE)","25.04.2023 20:00 - 25.04.2023 20:15 (CET/CEST)","4535","10914","n/e","6975","8091","350","n/e","n/e","24","5113","8","1371","150","n/e","N/A","226","127","360","621","2688","15588"
"Germany (DE)","25.04.2023 20:15 - 25.04.2023 20:30 (CET/CEST)","4545","11273","n/e","7084","8075","350","n/e","n/e","24","4458","82","1372","112","n/e","N/A","226","127","119","620","2667","15866"
"Germany (DE)","25.04.2023 20:30 - 25.04.2023 20:45 (CET/CEST)","4524","11300","n/e","7259","8067","350","n/e","n/e","24","4840","236","1374","168","n/e","N/A","226","127","25","630","2535","15670"
"Germany (DE)","25.04.2023 20:45 - 25.04.2023 21:00 (CET/CEST)","4512","11397","n/e","7297","8021","350","n/e","n/e","24","4775","234","1377","153","n/e","N/A","226","127","1","629","2353","15598"
"Germany (DE)","25.04.2023 21:00 - 25.04.2023 21:15 (CET/CEST)","4497","11351","n/e","7275","7927","350","n/e","n/e","24","4101","233","1381","121","n/e","N/A","226","127","0","631","2448","15632"
"Germany (DE)","25.04.2023 21:15 - 25.04.2023 21:30 (CET/CEST)","4483","11285","n/e","7298","7898","350","n/e","n/e","24","3273","302","1383","76","n/e","N/A","226","127","0","630","2579","15705"
"Germany (DE)","25.04.2023 21:30 - 25.04.2023 21:45 (CET/CEST)","4477","11275","n/e","7242","7940","350","n/e","n/e","25","2104","428","1386","77","n/e","N/A","226","127","0","631","2623","16005"
"Germany (DE)","25.04.2023 21:45 - 25.04.2023 22:00 (CET/CEST)","4460","11311","n/e","7347","7837","350","n/e","n/e","25","1218","759","1387","60","n/e","N/A","225","127","0","633","2590","16023"
"Germany (DE)","25.04.2023 22:00 - 25.04.2023 22:15 (CET/CEST)","4399","11616","n/e","7356","7746","350","n/e","n/e","25","1807","388","1390","121","n/e","N/A","226","127","0","640","2790","15610"
"Germany (DE)","25.04.2023 22:15 - 25.04.2023 22:30 (CET/CEST)","4382","11653","n/e","7276","7502","351","n/e","n/e","25","767","443","1390","61","n/e","N/A","226","127","0","638","2863","15538"
"Germany (DE)","25.04.2023 22:30 - 25.04.2023 22:45 (CET/CEST)","4376","11611","n/e","7244","7342","350","n/e","n/e","25","805","591","1392","38","n/e","N/A","226","127","0","634","2866","15544"
"Germany (DE)","25.04.2023 22:45 - 25.04.2023 23:00 (CET/CEST)","4362","11343","n/e","7189","7230","350","n/e","n/e","25","250","633","1392","23","n/e","N/A","226","127","0","634","2953","15711"
"Germany (DE)","25.04.2023 23:00 - 25.04.2023 23:15 (CET/CEST)","4294","10845","n/e","7050","6991","350","n/e","n/e","25","1818","308","1392","71","n/e","N/A","226","127","0","630","2990","15742"
"Germany (DE)","25.04.2023 23:15 - 25.04.2023 23:30 (CET/CEST)","4271","10731","n/e","7024","6835","350","n/e","n/e","25","678","371","1392","22","n/e","N/A","226","127","0","626","3019","15737"
"Germany (DE)","25.04.2023 23:30 - 25.04.2023 23:45 (CET/CEST)","4255","10814","n/e","6874","6587","350","n/e","n/e","25","303","673","1394","23","n/e","N/A","226","128","0","613","3145","15892"
"Germany (DE)","25.04.2023 23:45 - 26.04.2023 00:00 (CET/CEST)","4240","10762","n/e","6853","6385","350","n/e","n/e","25","229","1287","1397","25","n/e","N/A","226","127","0","608","3202","15889"
"Germany (DE)","26.04.2023 00:00 - 26.04.2023 00:15 (CET/CEST)","4156","10650","n/e","6538","5988","350","n/e","n/e","25","190","993","1400","21","n/e","N/A","219","127","0","608","2970","15923"
"Germany (DE)","26.04.2023 00:15 - 26.04.2023 00:30 (CET/CEST)","4128","10627","n/e","6157","5612","350","n/e","n/e","25","76","1370","1405","20","n/e","N/A","219","127","0","611","3274","15766"
"Germany (DE)","26.04.2023 00:30 - 26.04.2023 00:45 (CET/CEST)","4126","10832","n/e","6005","5421","350","n/e","n/e","25","89","2315","1410","18","n/e","N/A","219","127","0","603","3424","15902"
"Germany (DE)","26.04.2023 00:45 - 26.04.2023 01:00 (CET/CEST)","4135","10881","n/e","5999","5301","350","n/e","n/e","25","48","3208","1413","21","n/e","N/A","219","127","0","620","3632","15924"
"Germany (DE)","26.04.2023 01:00 - 26.04.2023 01:15 (CET/CEST)","4118","10585","n/e","5962","4951","350","n/e","n/e","25","48","3460","1416","27","n/e","N/A","219","127","0","617","3971","15842"
"Germany (DE)","26.04.2023 01:15 - 26.04.2023 01:30 (CET/CEST)","4112","10351","n/e","5928","4705","350","n/e","n/e","25","48","3701","1416","21","n/e","N/A","218","127","0","617","4134","15801"
"Germany (DE)","26.04.2023 01:30 - 26.04.2023 01:45 (CET/CEST)","4114","10315","n/e","5933","4604","350","n/e","n/e","25","50","3911","1413","74","n/e","N/A","219","127","0","616","4289","15679"
"Germany (DE)","26.04.2023 01:45 - 26.04.2023 02:00 (CET/CEST)","4118","10260","n/e","5942","4584","350","n/e","n/e","25","49","4003","1410","52","n/e","N/A","216","126","0","620","4148","15595"
"Germany (DE)","26.04.2023 02:00 - 26.04.2023 02:15 (CET/CEST)","4104","10215","n/e","5908","4490","350","n/e","n/e","25","49","3705","1405","39","n/e","N/A","211","124","0","621","4000","15695"
"Germany (DE)","26.04.2023 02:15 - 26.04.2023 02:30 (CET/CEST)","4111","10193","n/e","5904","4332","350","n/e","n/e","25","330","3835","1411","23","n/e","N/A","211","124","0","619","3974","15546"
"Germany (DE)","26.04.2023 02:30 - 26.04.2023 02:45 (CET/CEST)","4104","10205","n/e","5989","4145","350","n/e","n/e","25","116","3916","1419","23","n/e","N/A","211","124","0","616","3949","15487"
"Germany (DE)","26.04.2023 02:45 - 26.04.2023 03:00 (CET/CEST)","4102","10176","n/e","5948","3995","350","n/e","n/e","25","52","3749","1421","22","n/e","N/A","204","121","0","615","4037","15475"
"Germany (DE)","26.04.2023 03:00 - 26.04.2023 03:15 (CET/CEST)","4102","10152","n/e","5807","3969","350","n/e","n/e","25","52","2972","1423","21","n/e","N/A","189","114","0","613","4083","15332"
"Germany (DE)","26.04.2023 03:15 - 26.04.2023 03:30 (CET/CEST)","4107","10143","n/e","5752","3983","350","n/e","n/e","25","52","2725","1426","20","n/e","N/A","182","110","0","605","4107","15131"
"Germany (DE)","26.04.2023 03:30 - 26.04.2023 03:45 (CET/CEST)","4104","10157","n/e","5717","3985","350","n/e","n/e","26","53","2715","1427","42","n/e","N/A","182","110","0","614","4171","15196"
"Germany (DE)","26.04.2023 03:45 - 26.04.2023 04:00 (CET/CEST)","4106","10207","n/e","5705","3975","350","n/e","n/e","26","68","2657","1429","40","n/e","N/A","182","111","0","618","4182","15196"
"Germany (DE)","26.04.2023 04:00 - 26.04.2023 04:15 (CET/CEST)","4126","10041","n/e","5751","3971","350","n/e","n/e","26","55","2289","1431","22","n/e","N/A","183","111","0","621","4236","14979"
"Germany (DE)","26.04.2023 04:15 - 26.04.2023 04:30 (CET/CEST)","4135","9850","n/e","5814","3982","350","n/e","n/e","25","244","2175","1434","39","n/e","N/A","185","112","0","615","4361","14960"
"Germany (DE)","26.04.2023 04:30 - 26.04.2023 04:45 (CET/CEST)","4142","9812","n/e","5894","3965","350","n/e","n/e","25","368","1534","1436","84","n/e","N/A","192","115","0","617","4218","14767"
"Germany (DE)","26.04.2023 04:45 - 26.04.2023 05:00 (CET/CEST)","4147","9915","n/e","5843","3979","350","n/e","n/e","25","551","1346","1433","83","n/e","N/A","210","123","0","600","4126","14692"
"Germany (DE)","26.04.2023 05:00 - 26.04.2023 05:15 (CET/CEST)","4164","9830","n/e","6075","4180","350","n/e","n/e","25","113","1514","1431","28","n/e","N/A","225","130","0","578","4895","14534"
"Germany (DE)","26.04.2023 05:15 - 26.04.2023 05:30 (CET/CEST)","4184","10185","n/e","6091","4340","350","n/e","n/e","25","133","1112","1430","33","n/e","N/A","227","131","0","601","5060","14352"
"Germany (DE)","26.04.2023 05:30 - 26.04.2023 05:45 (CET/CEST)","4214","10404","n/e","6214","4419","350","n/e","n/e","25","382","511","1429","45","n/e","N/A","222","129","7","606","4754","14082"
"Germany (DE)","26.04.2023 05:45 - 26.04.2023 06:00 (CET/CEST)","4240","10658","n/e","6286","4541","350","n/e","n/e","25","988","359","1426","78","n/e","N/A","221","129","21","610","4671","14002"
"Germany (DE)","26.04.2023 06:00 - 26.04.2023 06:15 (CET/CEST)","4349","10682","n/e","6253","4676","350","n/e","n/e","25","1062","936","1421","78","n/e","N/A","221","128","102","599","4761","13988"
"Germany (DE)","26.04.2023 06:15 - 26.04.2023 06:30 (CET/CEST)","4399","10795","n/e","6377","4907","350","n/e","n/e","24","1865","430","1415","79","n/e","N/A","221","128","385","599","4773","13619"
"Germany (DE)","26.04.2023 06:30 - 26.04.2023 06:45 (CET/CEST)","4437","10938","n/e","6486","5162","350","n/e","n/e","24","2784","258","1409","152","n/e","N/A","223","129","1045","607","4719","12905"
"Germany (DE)","26.04.2023 06:45 - 26.04.2023 07:00 (CET/CEST)","4446","10763","n/e","6502","5541","350","n/e","n/e","24","3532","79","1353","92","n/e","N/A","225","130","1995","607","4579","12403"
"Germany (DE)","26.04.2023 07:00 - 26.04.2023 07:15 (CET/CEST)","4485","10427","n/e","6503","5727","351","n/e","n/e","24","5256","3","1411","171","n/e","N/A","225","130","3271","608","4061","11746"
"Germany (DE)","26.04.2023 07:15 - 26.04.2023 07:30 (CET/CEST)","4521","10451","n/e","6382","5848","370","n/e","n/e","24","5785","2","1428","160","n/e","N/A","224","130","4770","606","4083","11104"
"Germany (DE)","26.04.2023 07:30 - 26.04.2023 07:45 (CET/CEST)","4527","10440","n/e","6244","6094","437","n/e","n/e","24","5862","3","1439","121","n/e","N/A","224","130","6434","603","3920","10176"
"Germany (DE)","26.04.2023 07:45 - 26.04.2023 08:00 (CET/CEST)","4527","10430","n/e","6241","6357","477","n/e","n/e","24","5139","3","1439","108","n/e","N/A","219","128","8263","602","3753","9706"
"Germany (DE)","26.04.2023 08:00 - 26.04.2023 08:15 (CET/CEST)","4539","10438","n/e","6236","6611","482","n/e","n/e","24","5743","5","1434","168","n/e","N/A","205","121","10240","613","3443","9523"
"Germany (DE)","26.04.2023 08:15 - 26.04.2023 08:30 (CET/CEST)","4545","10455","n/e","6203","6809","484","n/e","n/e","24","4206","7","1444","159","n/e","N/A","200","119","12251","617","3311","9049"
"Germany (DE)","26.04.2023 08:30 - 26.04.2023 08:45 (CET/CEST)","4500","10335","n/e","6198","6973","484","n/e","n/e","24","2465","180","1450","87","n/e","N/A","208","123","14573","618","3304","9115"
"Germany (DE)","26.04.2023 08:45 - 26.04.2023 09:00 (CET/CEST)","4480","10106","n/e","5987","6911","483","n/e","n/e","24","1617","842","1450","80","n/e","N/A","204","121","16677","616","2942","9221"
"Germany (DE)","26.04.2023 09:00 - 26.04.2023 09:15 (CET/CEST)","4377","10148","n/e","5741","6807","483","n/e","n/e","24","1902","539","1447","188","n/e","N/A","197","117","18063","619","2489","9266"
"Germany (DE)","26.04.2023 09:15 - 26.04.2023 09:30 (CET/CEST)","4318","9930","n/e","5777","6779","485","n/e","n/e","24","393","1020","1447","94","n/e","N/A","197","117","19731","617","2396","9928"
"Germany (DE)","26.04.2023 09:30 - 26.04.2023 09:45 (CET/CEST)","4318","9746","n/e","5768","6680","484","n/e","n/e","23","231","2240","1455","106","n/e","N/A","197","117","21075","618","2401","10127"
"Germany (DE)","26.04.2023 09:45 - 26.04.2023 10:00 (CET/CEST)","4316","9434","n/e","5589","6604","484","n/e","n/e","21","220","2927","1460","101","n/e","N/A","197","118","21877","616","2360","10391"
"Germany (DE)","26.04.2023 10:00 - 26.04.2023 10:15 (CET/CEST)","4222","9309","n/e","5583","6480","484","n/e","n/e","21","450","1529","1468","122","n/e","N/A","197","117","22576","619","2110","10772"
"Germany (DE)","26.04.2023 10:15 - 26.04.2023 10:30 (CET/CEST)","4223","9236","n/e","5619","6449","484","n/e","n/e","21","121","2121","1475","82","n/e","N/A","197","117","23018","619","2099","10931"
"Germany (DE)","26.04.2023 10:30 - 26.04.2023 10:45 (CET/CEST)","4223","9180","n/e","5508","6442","484","n/e","n/e","21","151","2416","1477","100","n/e","N/A","197","117","23002","619","2048","11111"
"Germany (DE)","26.04.2023 10:45 - 26.04.2023 11:00 (CET/CEST)","4218","9174","n/e","5425","6554","483","n/e","n/e","21","238","2336","1485","171","n/e","N/A","197","117","22986","621","1952","11372"
"Germany (DE)","26.04.2023 11:00 - 26.04.2023 11:15 (CET/CEST)","4209","9255","n/e","5512","6815","483","n/e","n/e","21","867","1846","1503","159","n/e","N/A","197","117","23032","630","2245","11255"
"Germany (DE)","26.04.2023 11:15 - 26.04.2023 11:30 (CET/CEST)","4218","9217","n/e","5609","6862","483","n/e","n/e","22","1717","1740","1504","169","n/e","N/A","197","117","22745","629","2145","11225"
"Germany (DE)","26.04.2023 11:30 - 26.04.2023 11:45 (CET/CEST)","4214","9211","n/e","5633","6908","483","n/e","n/e","24","1349","1726","1481","104","n/e","N/A","197","117","22474","640","2291","11185"
"Germany (DE)","26.04.2023 11:45 - 26.04.2023 12:00 (CET/CEST)","4238","9184","n/e","5591","6950","484","n/e","n/e","24","1027","1848","1485","107","n/e","N/A","197","117","22643","641","2424","11363"
"Germany (DE)","26.04.2023 12:00 - 26.04.2023 12:15 (CET/CEST)","4173","9288","n/e","5388","6672","484","n/e","n/e","24","273","2609","1483","77","n/e","N/A","197","118","22329","633","2259","11402"
"Germany (DE)","26.04.2023 12:15 - 26.04.2023 12:30 (CET/CEST)","4168","9250","n/e","5452","6589","484","n/e","n/e","23","99","3018","1479","77","n/e","N/A","197","118","22727","631","1958","11541"
"Germany (DE)","26.04.2023 12:30 - 26.04.2023 12:45 (CET/CEST)","4182","9230","n/e","5472","6573","483","n/e","n/e","23","166","3622","1478","116","n/e","N/A","197","117","22988","628","1923","11408"
"Germany (DE)","26.04.2023 12:45 - 26.04.2023 13:00 (CET/CEST)","4187","9222","n/e","5461","6602","478","n/e","n/e","23","176","3748","1491","135","n/e","N/A","197","118","23438","625","1819","11801"
"Germany (DE)","26.04.2023 13:00 - 26.04.2023 13:15 (CET/CEST)","4167","9029","n/e","5318","6546","350","n/e","n/e","23","168","3709","1486","128","n/e","N/A","197","118","23841","621","2008","11860"
"Germany (DE)","26.04.2023 13:15 - 26.04.2023 13:30 (CET/CEST)","4151","9004","n/e","5210","6356","350","n/e","n/e","23","82","3944","1480","88","n/e","N/A","197","117","24087","626","2207","11716"
"Germany (DE)","26.04.2023 13:30 - 26.04.2023 13:45 (CET/CEST)","4114","8857","n/e","5108","6217","350","n/e","n/e","23","37","4270","1486","25","n/e","N/A","197","117","24619","620","2391","11948"
"Germany (DE)","26.04.2023 13:45 - 26.04.2023 14:00 (CET/CEST)","4082","8697","n/e","5022","6080","351","n/e","n/e","23","111","4595","1483","30","n/e","N/A","197","117","24583","619","2402","11455"
"Germany (DE)","26.04.2023 14:00 - 26.04.2023 14:15 (CET/CEST)","4126","8674","n/e","5013","5816","350","n/e","n/e","23","296","4959","1467","82","n/e","N/A","197","118","24295","619","2245","10806"
"Germany (DE)","26.04.2023 14:15 - 26.04.2023 14:30 (CET/CEST)","4132","8480","n/e","5054","5517","350","n/e","n/e","23","55","5034","1485","61","n/e","N/A","197","118","24291","619","2533","10625"
"Germany (DE)","26.04.2023 14:30 - 26.04.2023 14:45 (CET/CEST)","4131","8329","n/e","5054","5239","351","n/e","n/e","23","21","4769","1492","52","n/e","N/A","195","117","24146","622","2513","11063"
"Germany (DE)","26.04.2023 14:45 - 26.04.2023 15:00 (CET/CEST)","4127","8371","n/e","5076","5112","350","n/e","n/e","23","9","4371","1476","74","n/e","N/A","194","116","23872","617","2146","10561"
"Germany (DE)","26.04.2023 15:00 - 26.04.2023 15:15 (CET/CEST)","4132","8361","n/e","4839","4920","350","n/e","n/e","23","7","3494","1482","33","n/e","N/A","194","116","23310","616","2576","11087"
"Germany (DE)","26.04.2023 15:15 - 26.04.2023 15:30 (CET/CEST)","4101","8312","n/e","4899","4890","350","n/e","n/e","23","52","2654","1490","41","n/e","N/A","194","116","22731","617","2664","10926"
"Germany (DE)","26.04.2023 15:30 - 26.04.2023 15:45 (CET/CEST)","4094","8385","n/e","4905","4822","350","n/e","n/e","23","209","2806","1501","65","n/e","N/A","194","116","21863","618","2659","10582"
"Germany (DE)","26.04.2023 15:45 - 26.04.2023 16:00 (CET/CEST)","4140","8410","n/e","4947","4791","350","n/e","n/e","23","148","2426","1488","51","n/e","N/A","194","116","21107","623","2762","10686"
"Germany (DE)","26.04.2023 16:00 - 26.04.2023 16:15 (CET/CEST)","4209","8485","n/e","5192","4727","350","n/e","n/e","23","244","1567","1482","56","n/e","N/A","208","123","20139","618","2680","10468"
"Germany (DE)","26.04.2023 16:15 - 26.04.2023 16:30 (CET/CEST)","4239","8628","n/e","5220","4746","350","n/e","n/e","23","359","753","1484","128","n/e","N/A","212","124","18956","614","2449","10305"
"Germany (DE)","26.04.2023 16:30 - 26.04.2023 16:45 (CET/CEST)","4248","8853","n/e","5369","4738","350","n/e","n/e","23","206","751","1479","85","n/e","N/A","212","124","17900","617","2862","10620"
"Germany (DE)","26.04.2023 16:45 - 26.04.2023 17:00 (CET/CEST)","4280","9290","n/e","5534","4928","350","n/e","n/e","23","795","793","1471","101","n/e","N/A","212","124","16737","611","2773","10755"
"Germany (DE)","26.04.2023 17:00 - 26.04.2023 17:15 (CET/CEST)","4328","10050","n/e","6050","4954","350","n/e","n/e","23","318","1049","1458","83","n/e","N/A","212","124","15452","621","2919","10395"
